ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity
573,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF/H2O,HCl,85,6.0,1.0,4.0,0.25,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83
575,2-Methylimidazole,Non specificata,Al,Al(NO3)3·9H2O,H2O/THF,HCl,80,48.0,1.0,0.5,2.0,Precipitation,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole non specificata,9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61
576,Benzimidazole,Non specificata,Al,AlCl3·6H2O,H2O/MeOH,Acido benzoico,25,72.0,0.5,0.5,1.0,Room Temperature,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,benzimidazole non specificata,6.0,chloride,3.0,13.0,26.982,13.0,3.0,p,1.61
578,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zr,ZrOCl2·8H2O,DMF,Trietilammina (TEA),100,2.0,0.25,1.0,0.25,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33
579,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DEF,Acido benzoico,120,18.0,1.0,5.0,0.2,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (h2bpdc) non specificata",6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31
580,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Mn,Mn(OAc)2·4H2O,MeOH,Acido formico,200,72.0,1.0,1.5,0.6667,Hydrothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid (2,6-ndc) non specificata",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55
581,Fumaric acid,Non specificata,Zn,Zn(NO3)2·6H2O,EtOH,HCl,100,48.0,0.25,3.0,0.0833,Precipitation,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65
582,Isophthalic acid,Non specificata,Zn,Zn(OAc)2·2H2O,H2O,Trietilammina (TEA),25,2.0,1.5,5.0,0.3,Room Temperature,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,isophthalic acid non specificata,2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65
583,5-Nitroisophthalic acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/EtOH,Trietilammina (TEA),180,12.0,1.0,3.0,0.3333,Microwave,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-nitroisophthalic acid non specificata,2.5,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9
584,5-Aminoisophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O,Acido acetico,200,6.0,2.0,0.5,4.0,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-aminoisophthalic acid non specificata,1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9
585,Imidazole-2-carboxaldehyde,Non specificata,Co,Co(NO3)2·6H2O,DMA,HNO3,80,4.0,1.0,3.0,0.3333,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,imidazole-2-carboxaldehyde non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88
586,"4,4',4''-Triaminotriphenylamine",Non specificata,Co,Co(OAc)2·4H2O,H2O/THF,Nessuno,200,12.0,1.5,0.5,3.0,Hydrothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4',4''-triaminotriphenylamine non specificata",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88
588,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Ni,Ni(OAc)2·4H2O,MeCN,HCl,25,2.0,0.25,5.0,0.05,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pyrazine-2,3-dicarboxylic acid non specificata",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91
589,"4,4'-Bipyridine",Non specificata,Fe,FeCl3·6H2O,DMF,Trietilammina (TEA),85,24.0,3.0,4.0,0.75,Microwave,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-bipyridine non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83
590,"1,2,4-Triazole",Non specificata,Fe,Fe(NO3)3·9H2O,DEF,Trietilammina (TEA),130,24.0,1.0,2.5,0.4,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,2,4-triazole non specificata",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83
591,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,MeOH,Nessuno,180,4.0,3.0,2.5,1.2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61
593,2-Methylimidazole,Non specificata,Zr,ZrCl4,H2O,Nessuno,100,6.0,0.25,5.0,0.05,Precipitation,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole non specificata,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33
594,Benzimidazole,Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O/EtOH,HCl,25,18.0,1.0,3.0,0.3333,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,benzimidazole non specificata,8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33
596,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Mn,Mn(OAc)2·4H2O,DMA,HCl,120,6.0,0.25,2.0,0.125,Sonochemical,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55
597,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Zn,Zn(NO3)2·6H2O,H2O/THF,Acido acetico,120,36.0,1.0,0.5,2.0,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (h2bpdc) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65
598,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Zn,Zn(OAc)2·2H2O,H2O/MeOH,Trietilammina (TEA),200,24.0,1.0,1.0,1.0,Hydrothermal,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid (2,6-ndc) non specificata",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65
599,Fumaric acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,MeCN,Trietilammina (TEA),180,4.0,4.0,5.0,0.8,Precipitation,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid non specificata,2.5,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9
600,Isophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF,Acido formico,25,36.0,4.0,1.0,4.0,Room Temperature,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,isophthalic acid non specificata,1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9
601,5-Nitroisophthalic acid,Non specificata,Co,Co(NO3)2·6H2O,DEF,Nessuno,80,2.0,0.25,5.0,0.05,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-nitroisophthalic acid non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88
602,5-Aminoisophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,MeOH,Acido benzoico,130,36.0,0.5,2.5,0.2,Sonochemical,2,,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-aminoisophthalic acid non specificata,4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88
603,Imidazole-2-carboxaldehyde,Non specificata,Ni,Ni(NO3)2·6H2O,EtOH,HCl,85,4.0,2.0,0.5,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,imidazole-2-carboxaldehyde non specificata,6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91
604,"4,4',4''-Triaminotriphenylamine",Non specificata,Ni,Ni(OAc)2·4H2O,H2O,HCl,150,72.0,2.0,2.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4',4''-triaminotriphenylamine non specificata",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91
606,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Fe,Fe(NO3)3·9H2O,DMF/H2O,HCl,25,6.0,4.0,4.0,1.0,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pyrazine-2,3-dicarboxylic acid non specificata",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83
607,"4,4'-Bipyridine",Non specificata,Al,Al(NO3)3·9H2O,DMA,Acido benzoico,80,4.0,4.0,5.0,0.8,Microwave,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-bipyridine non specificata",9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61
608,"1,2,4-Triazole",Non specificata,Al,AlCl3·6H2O,H2O/THF,Acido benzoico,130,6.0,0.5,0.5,1.0,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,2,4-triazole non specificata",6.0,chloride,3.0,13.0,26.982,13.0,3.0,p,1.61
609,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zr,ZrCl4,H2O/MeOH,Acido acetico,130,24.0,1.5,0.5,3.0,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33
611,2-Methylimidazole,Non specificata,Mg,Mg(NO3)2·6H2O,DMF,HCl,60,48.0,1.5,2.5,0.6,Precipitation,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole non specificata,6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31
612,Benzimidazole,Non specificata,Mn,Mn(OAc)2·4H2O,DEF,Trietilammina (TEA),25,18.0,1.5,4.0,0.375,Room Temperature,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,benzimidazole non specificata,4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55
614,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zn,Zn(OAc)2·2H2O,EtOH,Acido formico,80,6.0,4.0,0.5,8.0,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65
615,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Cu,Cu(NO3)2·2.5H2O,H2O,Trietilammina (TEA),150,18.0,2.0,1.0,2.0,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (h2bpdc) non specificata",2.5,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9
616,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O/EtOH,Nessuno,150,72.0,2.0,2.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid (2,6-ndc) non specificata",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9
617,Fumaric acid,Non specificata,Co,Co(NO3)2·6H2O,DMF/H2O,Trietilammina (TEA),60,4.0,3.0,5.0,0.6,Precipitation,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88
618,Isophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,DMA,HNO3,25,72.0,2.0,5.0,0.4,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,isophthalic acid non specificata,4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88
619,5-Nitroisophthalic acid,Non specificata,Ni,Ni(NO3)2·6H2O,H2O/THF,HNO3,60,36.0,4.0,5.0,0.8,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-nitroisophthalic acid non specificata,6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91
620,5-Aminoisophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,H2O/MeOH,Acido acetico,130,36.0,1.5,1.5,1.0,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-aminoisophthalic acid non specificata,4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91
621,Imidazole-2-carboxaldehyde,Non specificata,Fe,FeCl3·6H2O,MeCN,HNO3,85,18.0,0.25,3.0,0.0833,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,imidazole-2-carboxaldehyde non specificata,6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83
622,"4,4',4''-Triaminotriphenylamine",Non specificata,Fe,Fe(NO3)3·9H2O,DMF,Trietilammina (TEA),120,2.0,3.0,3.0,1.0,Hydrothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4',4''-triaminotriphenylamine non specificata",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83
624,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Al,AlCl3·6H2O,MeOH,Nessuno,25,18.0,1.5,4.0,0.375,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pyrazine-2,3-dicarboxylic acid non specificata",6.0,chloride,3.0,13.0,26.982,13.0,3.0,p,1.61
625,"4,4'-Bipyridine",Non specificata,Zr,ZrCl4,EtOH,Trietilammina (TEA),120,36.0,0.5,1.0,0.5,Microwave,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-bipyridine non specificata",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33
626,"1,2,4-Triazole",Non specificata,Zr,ZrOCl2·8H2O,H2O,Acido benzoico,120,12.0,1.5,1.0,1.5,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,2,4-triazole non specificata",8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33
627,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,HNO3,85,2.0,2.0,5.0,0.4,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31
629,2-Methylimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMA,Acido acetico,60,12.0,1.5,5.0,0.3,Precipitation,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65
630,Benzimidazole,Non specificata,Zn,Zn(OAc)2·2H2O,H2O/THF,Nessuno,25,6.0,0.25,2.0,0.125,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,benzimidazole non specificata,2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65
632,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Cu,Cu(OAc)2·H2O,MeCN,HCl,60,48.0,1.0,1.0,1.0,Sonochemical,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9
633,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Co,Co(NO3)2·6H2O,DMF,Acido benzoico,80,6.0,1.0,1.0,1.0,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (h2bpdc) non specificata",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88
634,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Co,Co(OAc)2·4H2O,DEF,Acido acetico,60,48.0,0.5,2.5,0.2,Hydrothermal,2,,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid (2,6-ndc) non specificata",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88
635,Fumaric acid,Non specificata,Ni,Ni(NO3)2·6H2O,MeOH,HCl,80,6.0,4.0,0.5,8.0,Precipitation,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid non specificata,6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91
636,Isophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,EtOH,Acido formico,25,18.0,2.0,1.0,2.0,Room Temperature,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,isophthalic acid non specificata,4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91
